,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,V3Glider,V3Glider,V3Glider,V3Glider,V3Glider,V3Glider,V3Glider,V3Glider:M0,V3Glider:M0,V3Glider:M0,V3Glider:M1,V3Glider:M1,V3Glider:M1,V3Glider:M2,V3Glider:M2,V3Glider:M2,V3Glider:M3,V3Glider:M3,V3Glider:M3,V3Glider:M4,V3Glider:M4,V3Glider:M4,V3Glider:M5,V3Glider:M5,V3Glider:M5
,ID,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,"1A031FEEFDD811EEBD9122A53CA8728A","1A031FEEFDD811EEBD9122A53CA8728A","1A031FEEFDD811EEBD9122A53CA8728A","1A031FF0FDD811EEBD9122A53CA8728A","1A031FF0FDD811EEBD9122A53CA8728A","1A031FF0FDD811EEBD9122A53CA8728A","1A031FEFFDD811EEBD9122A53CA8728A","1A031FEFFDD811EEBD9122A53CA8728A","1A031FEFFDD811EEBD9122A53CA8728A","1A031FF1FDD811EEBD9122A53CA8728A","1A031FF1FDD811EEBD9122A53CA8728A","1A031FF1FDD811EEBD9122A53CA8728A","1A031FF2FDD811EEBD9122A53CA8728A","1A031FF2FDD811EEBD9122A53CA8728A","1A031FF2FDD811EEBD9122A53CA8728A","1A031FEDFDD811EEBD9122A53CA8728A","1A031FEDFDD811EEBD9122A53CA8728A","1A031FEDFDD811EEBD9122A53CA8728A"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
30,0.125000,-0.105958,0.991319,-0.077772,-0.003362,2464.177002,1613.467163,-58.260063,2459.777832,1632.079468,-62.096573,2398.503174,1598.005493,-86.624260,2446.173828,1597.075562,-197.171204,2485.190918,1569.362061,-218.741302,2488.928955,1613.115601,102.214638,2446.859863,1632.456787,69.262184
31,0.129167,-0.104252,0.991487,-0.077897,-0.004110,2464.823730,1615.649292,-58.143433,2460.494873,1634.310913,-61.986050,2399.214844,1600.386719,-86.328552,2446.519775,1599.210571,-196.952759,2485.567139,1571.463989,-218.688248,2489.751221,1615.120117,102.196495,2447.899170,1634.928345,69.322281
32,0.133333,-0.102980,0.991581,-0.078311,-0.005514,2465.277344,1617.756714,-57.997936,2460.928467,1636.387207,-61.729992,2399.380127,1602.608276,-86.086479,2446.606201,1601.230713,-196.739563,2485.451172,1573.298706,-218.495422,2490.541992,1617.343872,102.368019,2448.744141,1637.170044,69.373360
33,0.137500,-0.100509,0.991804,-0.078617,-0.006579,2465.921875,1619.872070,-57.833847,2461.807129,1638.514771,-61.578602,2399.712402,1605.016113,-85.773468,2446.816162,1603.341309,-196.550339,2485.621826,1575.154907,-218.388092,2491.475342,1619.500854,102.499893,2449.468994,1639.414185,69.585915
34,0.141667,-0.097063,0.992123,-0.078819,-0.007663,2466.434326,1621.998901,-57.587677,2462.417725,1640.715942,-61.382195,2400.586914,1607.675293,-85.636497,2447.005859,1605.349243,-196.194489,2485.559570,1577.073364,-218.189545,2492.294189,1621.540649,102.565109,2450.416016,1641.735474,69.940521
35,0.145833,-0.096510,0.992166,-0.078844,-0.008747,2466.935791,1624.104614,-57.400188,2462.873779,1642.744141,-61.202423,2400.584961,1609.963257,-85.126472,2447.132080,1607.385010,-196.055679,2485.735352,1579.080811,-218.121460,2493.143555,1623.674805,102.724220,2451.270752,1643.915771,70.201263
36,0.150000,-0.094244,0.992368,-0.078904,-0.009867,2467.571533,1626.175415,-57.279293,2463.696533,1644.927490,-61.043213,2401.414307,1612.313354,-84.949265,2447.436279,1609.572266,-195.780746,2485.857910,1581.002075,-218.134354,2494.037109,1625.671753,102.833977,2452.260254,1646.218872,70.352600
37,0.154167,-0.092610,0.992507,-0.078925,-0.011125,2468.108398,1628.250122,-57.117989,2464.231934,1646.867554,-60.887600,2401.545898,1614.563599,-84.480003,2447.732910,1611.731079,-195.494354,2485.874023,1582.991943,-217.911652,2494.907959,1627.680786,102.949242,2453.103516,1648.351685,70.480057
38,0.158333,-0.090971,0.992647,-0.078933,-0.012056,2468.717041,1630.324463,-57.001137,2464.953369,1649.121582,-60.799355,2402.309326,1616.949463,-84.371719,2447.915527,1613.759155,-195.351593,2486.112061,1585.020630,-217.828156,2495.728027,1629.718262,103.056824,2454.044434,1650.506104,70.636909
39,0.162500,-0.088760,0.992825,-0.079046,-0.013139,2469.264404,1632.315430,-56.915535,2465.475830,1650.896362,-60.747368,2402.415527,1619.222168,-83.977783,2448.208252,1615.872070,-195.213638,2486.193848,1586.816895,-217.736130,2496.631592,1631.608032,103.069954,2454.906250,1652.667603,70.754288
40,0.166667,-0.086246,0.993009,-0.079270,-0.014556,2469.902100,1634.358521,-56.868725,2466.258057,1653.097412,-60.718903,2402.895752,1621.571411,-83.860245,2448.424316,1617.857056,-195.116089,2486.191406,1588.700317,-217.584824,2497.563721,1633.596924,103.152283,2455.901855,1654.790405,70.818947
41,0.170833,-0.084309,0.993156,-0.079310,-0.015591,2470.592529,1636.413940,-56.793461,2467.072021,1655.211426,-60.622082,2404.077881,1623.741943,-83.913795,2448.708496,1619.942261,-194.995651,2486.374268,1590.630859,-217.564301,2498.429932,1635.547363,103.223907,2456.916992,1656.990234,70.895622
42,0.175000,-0.081647,0.993336,-0.079639,-0.016573,2471.239746,1638.392456,-56.742466,2467.779785,1657.152100,-60.565128,2404.438721,1626.182007,-83.745148,2449.003906,1621.901123,-194.941574,2486.570801,1592.378662,-217.497482,2499.359131,1637.564087,103.204994,2457.826416,1659.102783,70.955711
43,0.179167,-0.077089,0.993636,-0.080103,-0.018146,2471.705078,1640.317993,-56.680309,2468.510254,1659.229614,-60.516964,2404.946045,1628.432251,-83.366295,2449.276611,1623.906372,-194.920532,2486.017334,1593.944702,-217.429977,2500.202881,1639.488892,103.136032,2458.695557,1661.252319,71.011230
44,0.183333,-0.074362,0.993773,-0.080601,-0.019711,2472.195557,1642.184326,-56.737850,2469.011719,1661.156128,-60.555855,2405.548340,1630.676514,-83.374924,2449.587646,1625.840576,-194.782211,2485.816406,1595.487915,-217.552216,2501.133301,1641.476929,103.074669,2459.696289,1663.384155,70.999619
45,0.187500,-0.069830,0.994054,-0.080985,-0.020557,2472.770996,1644.071167,-56.793137,2469.952148,1663.209595,-60.662788,2405.895752,1632.776489,-83.213432,2449.998291,1627.812744,-194.738541,2485.685547,1597.062256,-217.544617,2501.462158,1643.208618,103.312477,2460.626953,1665.459229,70.973000
46,0.191667,-0.067255,0.994176,-0.081332,-0.021834,2473.362549,1645.983887,-56.863319,2470.456299,1665.095825,-60.709858,2406.495361,1635.258179,-83.080620,2450.318115,1629.702148,-194.722809,2485.699707,1598.825684,-217.692886,2502.370117,1645.133667,103.431396,2461.616699,1667.667725,70.877754
47,0.195833,-0.064794,0.994287,-0.081845,-0.022286,2474.073975,1648.007690,-56.920658,2471.330322,1667.128296,-60.886681,2406.910400,1637.525024,-83.104546,2450.756104,1631.648804,-194.738876,2486.185059,1600.537231,-217.589142,2503.132324,1647.091431,103.265602,2462.471436,1669.830811,70.815216
48,0.200000,-0.063891,0.994280,-0.082311,-0.023457,2474.668457,1649.954590,-56.984730,2471.866211,1668.971802,-60.941013,2407.580811,1639.675659,-83.116302,2451.012207,1633.477295,-194.827072,2486.323242,1602.348389,-217.524216,2504.243164,1649.225708,102.934662,2463.406494,1671.930786,70.714188
49,0.204167,-0.060416,0.994445,-0.082805,-0.023927,2475.299072,1651.858032,-57.112705,2472.702148,1671.011108,-61.054161,2407.853516,1641.991577,-83.065811,2451.428467,1635.338013,-194.899200,2486.617432,1603.923462,-217.676270,2504.756104,1651.073364,102.777687,2464.303711,1674.041382,70.579544
50,0.208333,-0.059422,0.994440,-0.083294,-0.024900,2475.845459,1653.801880,-57.222385,2473.194092,1672.838989,-61.200603,2408.507812,1644.056641,-83.126694,2451.717285,1637.194336,-195.007080,2486.772949,1605.707275,-217.721970,2505.693359,1653.114868,102.663643,2465.097900,1676.237793,70.428680
51,0.212500,-0.055371,0.994608,-0.083838,-0.025697,2476.588867,1655.663452,-57.447613,2474.130127,1674.828247,-61.428051,2409.609375,1646.359009,-83.411354,2452.055664,1638.937622,-195.169296,2486.987061,1607.272949,-217.932632,2506.424072,1654.896118,102.395950,2466.126709,1678.330566,70.180984
52,0.216667,-0.054559,0.994567,-0.084470,-0.026905,2477.189209,1657.551514,-57.661304,2474.652588,1676.593384,-61.613400,2409.706543,1648.452026,-83.464966,2452.483398,1640.812134,-195.320526,2487.166504,1608.884155,-218.046234,2507.436523,1657.022949,102.220322,2466.979736,1680.401978,69.909645
53,0.220833,-0.052003,0.994636,-0.085038,-0.027613,2477.884521,1659.452148,-57.883522,2475.548096,1678.587280,-61.888916,2410.438477,1650.621338,-83.495033,2452.810059,1642.578491,-195.526733,2487.450684,1610.518799,-218.260773,2508.318359,1658.980835,101.777359,2467.902588,1682.495728,69.686615
54,0.225000,-0.050370,0.994643,-0.085675,-0.028424,2478.423096,1661.230713,-58.131832,2476.025146,1680.253662,-62.163296,2410.826904,1652.697998,-83.810738,2453.224121,1644.335938,-195.726410,2487.659424,1612.056396,-218.426895,2509.067871,1660.948608,101.624168,2468.772217,1684.583252,69.455986
55,0.229167,-0.048813,0.994647,-0.086238,-0.029279,2479.128662,1663.155640,-58.428032,2476.903809,1682.233765,-62.478031,2411.382080,1654.803223,-83.967026,2453.499268,1646.060547,-195.950546,2488.039307,1613.706543,-218.679794,2510.121094,1662.926270,100.968102,2469.697998,1686.630005,69.172638
56,0.233333,-0.046243,0.994696,-0.086854,-0.029954,2479.694092,1664.883545,-58.736488,2477.455811,1683.825073,-62.815266,2411.688232,1656.933350,-84.086906,2453.959473,1647.753052,-196.204224,2488.225586,1615.204224,-218.927460,2510.781982,1664.713745,100.781029,2470.588379,1688.686523,68.804771
57,0.237500,-0.044373,0.994694,-0.087510,-0.030950,2480.343994,1666.693726,-59.129383,2478.285400,1685.792236,-63.234829,2412.563232,1658.841675,-84.451469,2454.324463,1649.487061,-196.486481,2488.387695,1616.688721,-219.247391,2511.654541,1666.671631,100.247597,2471.437500,1690.611572,68.429405
58,0.241667,-0.041622,0.994737,-0.088110,-0.031679,2480.920898,1668.395020,-59.529442,2478.889893,1687.385132,-63.666859,2413.250244,1660.954956,-84.855377,2454.712402,1651.110352,-196.871277,2488.534180,1618.186768,-219.548737,2512.462646,1668.430908,99.734482,2472.291016,1692.601440,68.053246
59,0.245833,-0.040460,0.994707,-0.088683,-0.032515,2481.595215,1670.199097,-59.932011,2479.656738,1689.258423,-64.059006,2413.564941,1662.992554,-85.148705,2455.146973,1652.774658,-197.237000,2488.873779,1619.695679,-219.953339,2513.509766,1670.423950,99.156212,2473.114746,1694.476074,67.687546
60,0.250000,-0.037382,0.994781,-0.089015,-0.033021,2482.126465,1671.789673,-60.349007,2480.198242,1690.793579,-64.483246,2414.165283,1664.964722,-85.531960,2455.555908,1654.493408,-197.610565,2489.010254,1621.182495,-220.238602,2513.900635,1671.903442,98.811150,2473.963867,1696.338135,67.122688
