,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,V4Glider,V4Glider,V4Glider,V4Glider,V4Glider,V4Glider,V4Glider,V4Glider:Marker 001,V4Glider:Marker 001,V4Glider:Marker 001,V4Glider:Marker 002,V4Glider:Marker 002,V4Glider:Marker 002,V4Glider:Marker 003,V4Glider:Marker 003,V4Glider:Marker 003,V4Glider:Marker 004,V4Glider:Marker 004,V4Glider:Marker 004,V4Glider:Marker 005,V4Glider:Marker 005,V4Glider:Marker 005
,ID,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,"B5F4586A010711EFBD9122A53CA87A8A","B5F4586A010711EFBD9122A53CA87A8A","B5F4586A010711EFBD9122A53CA87A8A","B5F45868010711EFBD9122A53CA87A8A","B5F45868010711EFBD9122A53CA87A8A","B5F45868010711EFBD9122A53CA87A8A","B5F45869010711EFBD9122A53CA87A8A","B5F45869010711EFBD9122A53CA87A8A","B5F45869010711EFBD9122A53CA87A8A","B5F45866010711EFBD9122A53CA87A8A","B5F45866010711EFBD9122A53CA87A8A","B5F45866010711EFBD9122A53CA87A8A","B5F45867010711EFBD9122A53CA87A8A","B5F45867010711EFBD9122A53CA87A8A","B5F45867010711EFBD9122A53CA87A8A"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
113,0.941667,-0.024057,-0.130553,0.013838,0.991053,271.311829,1581.222290,39.164639,264.216003,1582.736328,143.328140,278.959473,1566.137329,-110.071793,94.350784,1581.815430,11.214635,269.980560,1588.326050,41.297089,220.163406,1585.739868,176.790283
114,0.950000,-0.015984,-0.130166,0.015853,0.991237,320.290161,1578.493286,40.136204,313.242889,1578.617310,144.352600,327.664734,1565.725952,-109.413544,143.340607,1578.459717,12.420470,319.031677,1585.566650,42.391903,269.148193,1580.367188,178.186508
115,0.958333,-0.008491,-0.130322,0.016231,0.991303,369.280762,1575.570068,41.404152,362.302765,1574.119263,145.536514,376.175140,1564.999512,-108.621193,192.550659,1575.431641,13.739141,367.996674,1582.660889,43.738403,317.778900,1575.329712,179.178680
116,0.966667,0.000519,-0.128675,0.018468,0.991515,417.976562,1572.791748,42.558342,411.329712,1569.485474,146.740173,424.169586,1564.932007,-107.288826,240.960846,1571.957764,15.431515,416.532532,1579.780640,44.999809,367.318542,1569.848511,180.513641
117,0.975000,0.010386,-0.127206,0.020832,0.991603,466.402313,1570.315674,43.726273,460.123016,1564.731812,147.974747,472.545349,1565.394775,-106.260971,289.323120,1568.696533,17.163790,465.116821,1577.212891,46.423416,416.285889,1564.470703,182.114731
118,0.983333,0.021799,-0.125817,0.023326,0.991540,514.983765,1567.699951,45.254475,508.923340,1559.824097,149.472198,520.569946,1566.182129,-104.810974,337.786987,1565.265869,19.178040,513.559631,1574.448853,48.216209,465.573364,1558.546631,183.288300
119,0.991667,0.032504,-0.124046,0.026550,0.991388,563.040466,1565.231689,46.932716,557.402710,1555.380005,150.595337,568.029785,1566.880737,-103.405144,386.008087,1561.687378,21.445471,561.198486,1571.809937,49.965229,514.242981,1552.808716,185.034607
120,1.000000,0.045202,-0.118752,-0.004335,0.991885,609.195984,1562.271362,48.291679,606.148499,1550.609131,152.255371,615.155884,1568.039429,-101.656807,,,,609.774963,1569.023682,51.827351,563.008667,1546.794556,186.707825
121,1.008333,0.056336,-0.120744,0.032410,0.990554,658.729614,1560.701782,50.398487,654.481506,1545.811035,153.962555,662.418213,1569.191650,-99.384697,481.290283,1555.173096,25.877295,656.790161,1567.208130,53.819496,611.521790,1541.114502,188.182449
122,1.016667,0.068869,-0.118099,0.037481,0.989902,705.481018,1558.820435,52.050293,703.129211,1541.038574,155.570847,709.244263,1571.107910,-97.340996,528.758667,1552.330933,28.641741,704.900391,1565.058594,55.778908,659.971741,1535.383423,189.773483
123,1.025000,0.082152,-0.116843,0.037585,0.989033,753.820190,1557.062378,54.891556,750.593018,1537.959839,157.098648,755.947693,1572.923950,-94.466209,576.320435,1549.741699,31.571068,751.577271,1563.346191,58.463333,708.078674,1529.508667,191.421402
124,1.033333,0.096390,-0.111006,0.042192,0.988234,800.517456,1555.521484,56.575386,799.092712,1532.509277,158.945236,801.494141,1575.368774,-91.894218,622.803772,1546.343506,35.219696,799.087524,1561.866821,60.648979,756.640686,1523.958130,193.231857
125,1.041667,0.109657,-0.108514,0.044932,0.987006,846.515015,1553.916992,58.975193,846.449524,1528.151733,160.531845,847.126099,1577.782471,-88.913437,669.775452,1543.703247,38.278023,845.925232,1559.809204,63.586937,804.611328,1518.468262,195.245316
126,1.050000,0.124081,-0.107157,0.047711,0.985315,894.272034,1552.561279,61.961143,893.971802,1524.306763,162.500061,893.100342,1580.711792,-85.123283,716.535522,1541.317627,41.405029,892.379517,1558.109985,66.480377,852.399292,1513.213867,197.039749
127,1.058333,0.138762,-0.103494,0.050013,0.983632,940.939514,1551.349487,64.936302,942.492065,1520.139160,164.862045,938.633667,1583.415771,-81.291969,763.128235,1539.106445,45.453976,939.009277,1557.139893,69.411118,900.119446,1507.677856,199.139633
128,1.066667,0.152830,-0.101031,0.053232,0.981632,987.291931,1550.389648,68.131264,989.217285,1516.451172,167.075882,983.953186,1586.439453,-76.994049,809.479736,1536.889771,49.146435,985.342957,1555.897583,72.877258,947.890808,1502.531372,201.517014
129,1.075000,0.167506,-0.096644,0.056296,0.979506,1032.802856,1549.717041,71.369225,1035.848511,1512.948242,169.572205,1028.016968,1589.870972,-72.811920,855.071167,1534.826172,53.645088,1031.443848,1555.096436,76.334328,994.902100,1497.540283,203.782532
130,1.083333,0.182756,-0.093806,0.059997,0.976832,1078.967041,1549.055420,74.954163,1082.765503,1509.609741,171.974976,1072.461792,1593.550049,-67.912193,901.342529,1532.672363,57.711514,1077.504395,1553.957153,80.178001,1042.469849,1492.554321,205.988617
131,1.091667,0.197176,-0.092206,0.062429,0.974024,1124.710449,1548.094482,79.525856,1128.877930,1506.001343,174.995071,1116.497437,1596.602417,-62.336086,947.326172,1530.715210,62.399395,1122.715698,1553.177002,84.506859,1088.873047,1487.721191,208.816544
132,1.100000,0.212892,-0.087532,0.065174,0.970962,1169.576294,1547.660278,83.485146,1175.995361,1502.391357,177.757263,1160.289062,1600.195923,-56.475456,991.998718,1528.950928,67.415535,1167.613770,1552.527466,89.115669,1135.898071,1483.037964,211.206055
133,1.108333,0.227857,-0.085434,0.066412,0.967663,1215.408936,1546.789917,88.414429,1222.160156,1499.034180,181.058136,1203.903931,1603.517456,-50.089027,1038.030762,1527.439331,72.627022,1212.996094,1551.623291,93.666039,1182.552368,1478.456665,213.901428
134,1.116667,0.242667,-0.081440,0.068908,0.964226,1259.769409,1546.453003,92.996407,1268.128906,1496.048340,184.365707,1247.285645,1607.183472,-43.501736,1082.419312,1525.803223,78.106873,1257.938354,1550.871948,98.698135,1228.448242,1473.929565,217.003021
135,1.125000,0.257068,-0.079385,0.070296,0.960558,1304.598145,1545.830688,98.219833,1313.301636,1492.833862,188.114609,1291.014038,1610.365479,-36.415096,1127.300415,1524.466187,83.547180,1302.626831,1550.144409,103.961647,1274.533691,1469.523438,220.112366
136,1.133333,0.271984,-0.076340,0.072170,0.956550,1349.185913,1545.227173,103.812614,1358.899658,1489.695190,191.734329,1334.497681,1613.813965,-29.029673,1171.958374,1522.878418,89.558334,1346.881348,1549.339355,109.681480,1320.640747,1465.321899,223.417801
137,1.141667,0.286252,-0.073211,0.073772,0.952501,1392.599243,1544.819702,109.393517,1403.862671,1486.594604,196.040176,1377.296631,1617.085083,-21.130217,1215.425537,1521.479980,95.720932,1390.991821,1548.588989,115.580315,1365.331787,1461.024536,227.113907
138,1.150000,0.299675,-0.071155,0.074231,0.948484,1437.304321,1543.906250,115.682495,1448.988281,1483.571167,200.201263,1419.964111,1619.405884,-12.637852,1260.159058,1520.187012,102.174995,1434.985352,1547.781616,121.744431,1411.065186,1456.949585,230.976990
139,1.158333,0.312989,-0.068340,0.075195,0.944306,1480.564941,1543.287598,121.890633,1493.425293,1480.443604,204.829346,1462.300171,1622.029907,-3.987762,1303.433472,1518.852661,108.822868,1478.562378,1546.941895,128.234955,1455.660400,1452.702881,235.290466
140,1.166667,0.326116,-0.066512,0.075483,0.939961,1524.385620,1542.086304,128.938950,1537.102905,1477.371094,209.994888,1504.958618,1624.537720,4.865283,1347.439209,1517.237183,116.081772,1522.110840,1545.671021,135.035370,1500.145142,1448.733765,239.569077
141,1.175000,0.338950,-0.064739,0.075217,0.935556,1567.796753,1540.834961,135.909103,1581.331909,1474.161865,214.933701,1547.080933,1626.404419,14.211261,1390.890625,1515.827881,123.192421,1565.439453,1544.248413,142.155075,1544.278687,1444.554443,244.079788
142,1.183333,0.351056,-0.061937,0.074734,0.931310,1610.765015,1539.466797,142.978302,1625.070923,1470.614990,220.576218,1589.674194,1627.957031,23.690527,1433.806763,1514.144531,130.920502,1608.669067,1542.807983,149.288208,1588.355957,1440.212036,248.881866
143,1.191667,0.362880,-0.060504,0.074140,0.926909,1653.270264,1537.796875,150.507202,1668.322266,1467.342041,226.214584,1631.420288,1629.276001,33.517471,1476.324707,1512.421997,138.576508,1651.422485,1540.765747,157.069366,1631.340576,1435.760620,254.070755
144,1.200000,0.373883,-0.058816,0.074053,0.922642,1696.047241,1535.883545,158.345749,1711.080688,1463.745239,232.249008,1673.053589,1629.897583,43.752308,1519.125610,1510.268921,146.568130,1693.967773,1538.795044,164.809830,1675.044067,1431.487793,259.540466
145,1.208333,0.384744,-0.058172,0.072720,0.918314,1738.743774,1533.457397,166.512634,1754.169556,1459.775024,238.399078,1715.340576,1630.103516,54.035957,1561.775635,1508.168457,154.680908,1736.376099,1536.279419,173.079849,1718.056152,1426.964844,265.149719
146,1.216667,0.394908,-0.055227,0.071929,0.914234,1780.215454,1531.407471,174.317413,1796.595703,1455.701294,245.080933,1756.728394,1630.236816,64.586411,1603.147095,1505.832397,163.246307,1779.035889,1533.718506,181.138901,1760.764282,1422.228638,271.126160
147,1.225000,0.405028,-0.055032,0.070950,0.909884,1822.782593,1528.431641,183.058502,1839.014282,1451.179077,252.038116,1798.398315,1629.707520,75.412666,1645.756104,1503.106934,171.783447,1821.052734,1530.852295,189.807571,1803.455688,1417.338867,277.381439
148,1.233333,0.415008,-0.054839,0.069324,0.905514,1864.810791,1525.064941,192.073853,1881.140625,1446.848511,259.035400,1839.929810,1629.077637,86.387840,1687.881592,1500.159058,180.714737,1862.812988,1527.432251,198.744476,1845.058350,1412.185791,283.889008
149,1.241667,0.423744,-0.054259,0.067982,0.901596,1906.323486,1521.833374,200.894653,1922.803467,1441.975952,266.421509,1881.489868,1627.655640,97.565613,1729.254517,1497.223267,189.592865,1904.697876,1523.933105,207.691925,1887.129883,1406.973267,290.769409
150,1.250000,0.432754,-0.054080,0.066520,0.897426,1947.652344,1517.941895,210.124695,1964.436768,1436.924683,274.023254,1922.867310,1625.841187,108.922997,1770.489868,1493.727295,198.751785,1946.008789,1519.864258,217.013321,1928.540649,1401.314453,297.701691
151,1.258333,0.440987,-0.054684,0.064688,0.893507,1989.189209,1513.778198,219.607697,2005.604980,1431.562744,281.887238,1964.505493,1623.455322,120.479408,1811.966797,1490.208252,208.005997,1987.589600,1515.649170,226.544418,1969.970215,1395.420044,305.071228
152,1.266667,0.448925,-0.055234,0.062576,0.889663,2030.527344,1509.070923,229.377457,2046.500000,1425.793579,290.143097,2005.627441,1620.581055,132.276825,1853.258911,1486.229248,217.618362,2028.683472,1510.948242,236.224655,2011.036621,1389.426758,312.658020
153,1.275000,0.456960,-0.055697,0.061149,0.885633,2071.341553,1504.051270,239.319885,2087.203857,1419.646729,298.655762,2046.768921,1617.379150,144.273438,1894.023804,1481.664917,227.359482,2069.686523,1505.766968,246.210190,2051.713867,1382.977417,320.376343
154,1.283333,0.464491,-0.057683,0.058332,0.881770,2112.706299,1498.426758,249.454422,2127.777100,1413.222778,307.264343,2088.115967,1613.816040,156.124481,1935.653931,1477.252686,237.018311,2110.574219,1500.278076,256.204498,2092.025391,1376.073730,328.344543
155,1.291667,0.471625,-0.058670,0.056229,0.878047,2153.554199,1492.681396,259.598633,2168.762939,1406.454712,315.618927,2129.248291,1609.407349,168.406342,1976.136719,1472.385742,246.864838,2151.324707,1494.315186,266.473297,2132.797363,1369.307129,336.612732
156,1.300000,0.478428,-0.060335,0.054282,0.874368,2194.014893,1486.391968,269.964020,2208.814697,1399.097290,324.817352,2170.179443,1604.733643,180.558609,2016.640869,1466.911255,256.815094,2191.899658,1488.033081,276.799988,2172.494629,1361.812256,344.984802
157,1.308333,0.485066,-0.062387,0.052408,0.870673,2233.717773,1479.789551,280.300629,2248.770020,1391.552734,334.017181,2211.481201,1599.558350,193.004272,2057.141113,1461.053467,266.809357,2232.373535,1481.169434,287.320251,2212.304443,1353.960693,353.509766
158,1.316667,0.491907,-0.064963,0.049783,0.866792,2274.745361,1472.498169,291.204926,2288.404785,1383.546143,343.433624,2252.397217,1593.956055,205.579605,2097.240479,1455.230347,276.886932,2272.565918,1473.878906,298.029907,2251.839355,1345.795776,362.128540
159,1.325000,0.498522,-0.067808,0.047121,0.862936,2314.218994,1465.163696,301.957855,2327.821289,1375.163696,352.974152,2293.291748,1587.817383,218.373962,2137.635986,1449.095093,287.222168,2312.798340,1466.348022,309.100647,2291.076904,1337.206177,370.894012
160,1.333333,0.504291,-0.070565,0.044958,0.859471,2354.079590,1457.458008,312.731354,2367.193115,1366.285767,362.625732,2334.597900,1581.473145,231.038528,2177.024170,1442.491089,297.291016,2353.005127,1458.156128,319.839142,2330.303467,1328.710693,380.047302
161,1.341667,0.510639,-0.073879,0.041644,0.855603,2393.857910,1448.694214,323.925964,2406.404785,1357.033569,372.403351,2375.339600,1574.216675,244.099808,2216.672363,1435.399292,307.825531,2392.196777,1449.294434,331.000397,2368.667969,1319.182373,389.145630
162,1.350000,0.515896,-0.077545,0.039609,0.852215,2433.773926,1440.005371,335.184265,2445.009766,1347.552490,382.574310,2416.448486,1566.558594,257.083008,2256.349365,1427.954224,318.149536,2432.225098,1440.551636,342.156921,2407.558838,1309.964478,398.580109
163,1.358333,0.521721,-0.081756,0.037081,0.848380,2473.358643,1430.657715,346.679565,2483.827881,1337.381104,392.694763,2457.412354,1558.557495,270.148834,2295.807861,1420.224487,328.618835,2471.676270,1430.940918,353.787354,2445.803223,1299.778931,408.018097
164,1.366667,0.527120,-0.086201,0.034241,0.844714,2513.068848,1420.670410,358.265656,2522.360596,1327.003296,403.184540,2498.209229,1549.918335,283.576294,2335.744141,1411.998901,339.185822,2511.055908,1420.955078,365.120331,2484.003662,1289.106812,417.765625
165,1.375000,0.533015,-0.090532,0.031576,0.840656,2552.517090,1410.440186,370.040894,2560.679199,1316.011841,413.546204,2538.976074,1540.771851,296.977692,2375.022461,1403.400269,350.039825,2550.340820,1410.852295,377.031891,2522.003418,1278.504639,427.096100
166,1.383333,0.538460,-0.095348,0.030322,0.836690,2591.270508,1399.904907,381.760010,2598.564453,1304.549805,424.266144,2579.858154,1531.248169,310.463074,2413.657227,1394.051025,360.395721,2589.557129,1400.108276,388.618347,2559.373291,1267.054199,436.739288
167,1.391667,0.543153,-0.100970,0.025954,0.833136,2630.784180,1388.433594,393.589417,2636.482910,1292.883057,435.024902,2620.576660,1520.924561,323.916351,2453.470215,1385.159912,371.295807,2628.560303,1388.768555,400.379517,2596.807373,1255.415161,446.610809
168,1.400000,0.547085,-0.105337,0.021025,0.830157,2669.669922,1376.737183,405.460052,2673.868896,1280.057739,445.681244,2661.426025,1509.811157,337.119995,2492.119873,1375.835205,382.784912,2667.481689,1377.114502,412.357910,2634.265381,1243.396362,456.982788
169,1.408333,0.550967,-0.111373,0.018569,0.826853,2708.598877,1364.193970,417.731659,2711.645264,1267.595459,456.443939,2702.217041,1498.476685,350.803894,2531.180908,1365.466919,393.499481,2706.154297,1364.752930,424.496918,2671.388916,1231.367432,467.528259
170,1.416667,0.554774,-0.117615,0.016399,0.823483,2746.380127,1352.094238,429.680328,2749.200439,1254.787842,467.752502,2742.795410,1486.804443,364.520966,2569.874268,1355.096313,404.170349,2744.931152,1352.160400,436.657013,2708.128418,1218.528442,477.960358
171,1.425000,0.557131,-0.124093,0.014212,0.820978,2784.117432,1340.166870,441.976074,2786.257812,1241.093994,478.978210,2783.533691,1474.670166,378.228058,2607.187012,1345.478027,414.668396,2783.582520,1339.094116,448.977783,2745.659424,1208.048340,489.879395
172,1.433333,0.561402,-0.130730,0.008541,0.817107,2821.694580,1326.865356,454.134827,2823.173096,1227.161133,490.384430,2823.940186,1461.614990,392.226105,2643.565430,1336.046143,425.406250,2821.979492,1325.564087,461.526855,2781.886963,1193.009521,500.533112
173,1.441667,0.564190,-0.135265,0.001483,0.814488,2859.672363,1312.193848,467.063690,2860.019043,1212.828979,502.606873,2864.731201,1448.005737,405.911560,2678.922119,1325.291504,437.701782,2860.191162,1311.364624,473.975189,2818.558594,1179.630249,511.917816
174,1.450000,0.569308,-0.107496,-0.050191,0.813520,2899.651367,1296.391846,479.267761,2896.410889,1197.283569,513.414429,2905.480225,1434.137207,420.163086,,,,2898.375000,1296.776855,486.678925,2854.456543,1165.762085,522.743591
175,1.458333,0.572828,-0.108903,-0.062341,0.810013,2938.033203,1281.310669,492.075104,2932.995850,1182.278320,525.449890,2946.074707,1419.793945,434.489746,,,,2936.404297,1281.681274,499.500122,2890.366211,1151.193359,533.978821
176,1.466667,0.575714,-0.112514,-0.070635,0.806787,2976.054932,1265.556030,504.985565,2969.149170,1166.167236,537.287842,2986.193604,1404.307495,448.653534,,,,2974.354736,1266.143433,512.467407,2926.261719,1136.271118,545.277954
177,1.475000,0.578451,-0.119273,-0.075966,0.803366,3013.897949,1249.645508,518.086548,3005.206299,1149.769165,549.513306,3026.690430,1388.910278,462.962311,,,,3012.047852,1250.129150,525.592102,2961.921631,1120.845703,557.052612
178,1.483333,0.578205,-0.100729,-0.121276,0.800515,3051.169189,1232.770630,531.685364,3041.337646,1133.584961,561.883118,3066.941162,1372.615845,477.772034,,,,3049.578857,1233.425537,538.855469,,,
179,1.491667,0.578150,-0.084011,-0.162663,0.795126,3088.773682,1215.843506,545.426208,3077.168213,1116.747070,574.782776,3107.350098,1356.240967,492.775909,,,,3087.329102,1216.661133,552.378784,,,
180,1.500000,0.582076,-0.093911,-0.163586,0.790954,3125.520996,1198.992432,558.756348,3112.894531,1099.262817,587.359253,3147.698242,1339.179810,507.865540,,,,3124.621338,1199.278931,565.949768,,,
181,1.508333,0.583986,-0.088075,-0.189794,0.784335,3163.239990,1180.924194,572.635315,3147.239990,1081.887451,599.398926,3187.819336,1321.580811,522.962708,,,,3161.963379,1181.331787,579.826660,,,
182,1.516667,0.589308,-0.094518,-0.194937,0.778320,3199.577393,1162.515015,585.860657,,,,3227.780273,1303.300781,538.437683,,,,3198.929443,1163.150635,593.599182,,,
183,1.525000,0.593179,-0.097561,-0.207147,0.771823,3237.178223,1143.234375,600.035583,,,,3267.703369,1284.334351,554.179443,,,,3235.929688,1144.413452,607.504700,,,
184,1.533333,0.597186,-0.105102,-0.211672,0.766497,3274.256348,1124.016113,614.290222,,,,3307.651367,1265.094849,570.141907,,,,3272.943359,1125.068848,621.786194,,,
185,1.541667,0.600586,-0.112127,-0.215871,0.761658,3311.144775,1104.365479,628.664673,,,,3347.180420,1245.291016,586.048340,,,,3309.781006,1105.351318,636.166626,,,
186,1.550000,0.603988,-0.119259,-0.220171,0.756638,3348.080811,1084.154907,643.470215,,,,3386.763184,1224.750977,602.477112,,,,3346.697021,1085.188110,650.937256,,,
187,1.558333,0.605738,-0.125069,-0.223719,0.753252,3385.361328,1063.493896,659.113831,,,,3426.169678,1203.722412,619.080872,,,,3383.957031,1064.544434,666.565186,,,
188,1.566667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
189,1.575000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
190,1.583333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
191,1.591667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
192,1.600000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
193,1.608333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
194,1.616667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
195,1.625000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
196,1.633333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
197,1.641667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
198,1.650000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
199,1.658333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
200,1.666667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
201,1.675000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
202,1.683333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
203,1.691667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
204,1.700000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
205,1.708333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
206,1.716667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
207,1.725000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
208,1.733333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
209,1.741667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
210,1.750000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
211,1.758333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
212,1.766667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
213,1.775000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
214,1.783333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
215,1.791667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
216,1.800000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
217,1.808333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
218,1.816667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
219,1.825000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
220,1.833333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
221,1.841667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
222,1.850000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
223,1.858333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
224,1.866667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
225,1.875000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
226,1.883333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
227,1.891667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
228,1.900000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
229,1.908333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
230,1.916667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
231,1.925000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
232,1.933333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
233,1.941667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
234,1.950000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
235,1.958333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
236,1.966667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
237,1.975000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
238,1.983333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
239,1.991667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
240,2.000000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
241,2.008333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
242,2.016667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
243,2.025000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
244,2.033333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
245,2.041667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
246,2.050000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
247,2.058333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
248,2.066667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
