Format Version,1.24,Take Name,V1_0325_XaxisLessMass_009,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-03-25 04.49.18.147 PM,Capture Start Frame,1171118,Total Frames in Take,1178,Total Exported Frames,1178,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,V1Glider,V1Glider,V1Glider,V1Glider,V1Glider,V1Glider,V1Glider:Marker 001,V1Glider:Marker 001,V1Glider:Marker 001,V1Glider:Marker 002,V1Glider:Marker 002,V1Glider:Marker 002,V1Glider:Marker 003,V1Glider:Marker 003,V1Glider:Marker 003,V1Glider:Marker 004,V1Glider:Marker 004,V1Glider:Marker 004,V1Glider:Marker 005,V1Glider:Marker 005,V1Glider:Marker 005,V1Glider:Marker 001,V1Glider:Marker 001,V1Glider:Marker 001,V1Glider:Marker 002,V1Glider:Marker 002,V1Glider:Marker 002,V1Glider:Marker 003,V1Glider:Marker 003,V1Glider:Marker 003,V1Glider:Marker 004,V1Glider:Marker 004,V1Glider:Marker 004,V1Glider:Marker 005,V1Glider:Marker 005,V1Glider:Marker 005
,ID,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,179E6880EAE411EEBD9122A53CA8668A,"2559D7F5EAE911EEBD9122A53CA8668A","2559D7F5EAE911EEBD9122A53CA8668A","2559D7F5EAE911EEBD9122A53CA8668A","2559D7F4EAE911EEBD9122A53CA8668A","2559D7F4EAE911EEBD9122A53CA8668A","2559D7F4EAE911EEBD9122A53CA8668A","2559D7F3EAE911EEBD9122A53CA8668A","2559D7F3EAE911EEBD9122A53CA8668A","2559D7F3EAE911EEBD9122A53CA8668A","2559D7F6EAE911EEBD9122A53CA8668A","2559D7F6EAE911EEBD9122A53CA8668A","2559D7F6EAE911EEBD9122A53CA8668A","2559D7F7EAE911EEBD9122A53CA8668A","2559D7F7EAE911EEBD9122A53CA8668A","2559D7F7EAE911EEBD9122A53CA8668A"
,,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-4.473418,-2.485413,7.011478,-2523.376953,1525.670166,174.557968,-2509.768066,1527.115356,532.925293,-2528.710938,1549.657959,172.084381,-2480.916260,1535.633057,278.350464,-2533.623535,1510.046265,-63.197182,-2495.628906,1502.501343,-188.642426,-2508.346680,1521.305420,534.994080,-2528.791748,1551.950195,172.517395,-2481.482178,1536.595337,278.276520,-2533.313721,1509.985352,-63.200638,-2495.715088,1500.289673,-190.043869
1,0.004167,-4.494904,-2.442956,7.088119,-2523.428711,1525.758789,174.502350,-2509.519531,1527.376465,532.857422,-2528.795166,1549.738647,172.022888,-2480.893066,1535.820557,278.254700,-2533.855713,1510.018799,-63.237293,-2495.957031,1502.468140,-188.711288,-2508.061035,1521.594116,534.931641,-2528.830811,1552.010376,172.441162,-2481.490723,1536.792603,278.170715,-2533.583984,1509.944702,-63.206791,-2495.957764,1499.973877,-190.369507
2,0.008333,-4.533065,-2.381695,7.031887,-2523.500977,1525.874268,174.463806,-2509.235596,1527.700928,532.803894,-2528.844482,1549.858276,171.974670,-2480.852051,1535.955811,278.167725,-2534.179932,1509.997070,-63.255520,-2496.413574,1502.327637,-188.762161,-2507.748535,1521.863892,534.844238,-2528.916260,1552.102173,172.386917,-2481.457031,1536.932251,278.065674,-2533.854980,1509.940552,-63.214317,-2496.557129,1500.005371,-190.236862
3,0.012500,-4.556341,-2.329540,7.063541,-2523.554443,1525.992188,174.441025,-2508.949219,1527.979370,532.766602,-2528.912109,1549.972534,171.946686,-2480.812012,1536.138550,278.100006,-2534.451904,1510.007690,-63.261211,-2496.801270,1502.302612,-188.800415,-2507.412109,1522.138916,534.785217,-2529.003174,1552.239258,172.335663,-2481.415039,1537.104248,278.013184,-2534.128906,1509.957520,-63.221222,-2496.898926,1499.964722,-190.259247
4,0.016667,-4.568538,-2.283303,7.139485,-2523.605713,1526.074707,174.402481,-2508.677246,1528.175903,532.713989,-2528.995850,1550.047729,171.906647,-2480.781738,1536.302490,278.019806,-2534.699463,1510.013184,-63.285500,-2497.153320,1502.321899,-188.856873,-2507.149902,1522.441284,534.683044,-2529.072754,1552.348633,172.296204,-2481.416504,1537.284668,277.923859,-2534.372559,1509.952881,-63.239044,-2497.227051,1499.965820,-190.334305
5,0.020833,-4.578708,-2.235337,7.218305,-2523.648926,1526.157715,174.355301,-2508.385010,1528.361572,532.652161,-2529.072510,1550.123047,171.859009,-2480.740479,1536.465332,277.929779,-2534.946045,1510.026611,-63.318371,-2497.508301,1502.355103,-188.923355,-2506.882080,1522.638672,534.597107,-2529.149414,1552.446777,172.240692,-2481.360596,1537.451050,277.843353,-2534.634277,1509.966309,-63.280949,-2497.564453,1499.973267,-190.388168
