Format Version,1.24,Take Name,V2_0325_Xaxis_001,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-03-25 05.06.28.143 PM,Capture Start Frame,1418315,Total Frames in Take,899,Total Exported Frames,899,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.025000,1.589018,-2.560855,-10.136733,-2825.439941,1538.908691,184.897568,-2813.685303,1541.143311,323.837830,-2757.808594,1529.448120,216.200180,-2802.573486,1541.746826,57.171257,-2822.147217,1558.412598,185.834396,-2851.737793,1514.549683,349.636597,-2845.092041,1517.421875,26.585356,-2813.893311,1541.156372,323.916046,-2758.081787,1529.154785,216.161118,-2802.725830,1541.654053,57.297226,-2822.485596,1558.497681,186.006775,-2850.961182,1514.765015,349.485107,-2844.623535,1517.567017,26.312889
7,0.029167,1.600697,-2.543080,-10.110202,-2825.822021,1538.930298,185.082962,-2814.027344,1541.145020,324.020081,-2758.177002,1529.495850,216.363724,-2802.994873,1541.802490,57.350384,-2822.538086,1558.435425,186.022369,-2852.059570,1514.528809,349.825317,-2845.511230,1517.463257,26.772648,-2814.275635,1541.152710,324.151581,-2758.462891,1529.228882,216.354553,-2803.123047,1541.693848,57.486149,-2822.848633,1558.498901,186.193390,-2851.247070,1514.751587,349.684601,-2845.115234,1517.628784,26.409159
8,0.033333,1.601356,-2.516143,-10.071385,-2826.177490,1538.938232,185.309311,-2814.321533,1541.163696,324.241089,-2758.511719,1529.551147,216.559738,-2803.410156,1541.823853,57.566391,-2822.906738,1558.445679,186.246887,-2852.323730,1514.521729,350.063934,-2845.923096,1517.454590,27.008295,-2814.600586,1541.166260,324.344391,-2758.813232,1529.302612,216.553284,-2803.508545,1541.712769,57.691818,-2823.172852,1558.484131,186.307251,-2851.528076,1514.724365,350.130859,-2845.509766,1517.648193,26.593889
9,0.037500,1.595424,-2.502852,-10.035645,-2826.528076,1538.981689,185.464142,-2814.643555,1541.232666,324.393097,-2758.849854,1529.641113,216.701279,-2803.789551,1541.864868,57.715969,-2823.269287,1558.491333,186.398483,-2852.623779,1514.570190,350.227539,-2846.294189,1517.464844,27.170181,-2814.948242,1541.276001,324.330139,-2759.138184,1529.372559,216.734619,-2803.958008,1541.758911,57.834496,-2823.492676,1558.494263,186.470490,-2851.853760,1514.742554,350.369720,-2845.822510,1517.686768,26.836206
10,0.041667,1.600091,-2.501069,-9.970858,-2826.857178,1538.982178,185.674530,-2814.975342,1541.242188,324.603546,-2759.168457,1529.717041,216.911407,-2804.122070,1541.895142,57.926460,-2823.620361,1558.495361,186.609497,-2852.925049,1514.535889,350.437164,-2846.598633,1517.448242,27.379871,-2815.274170,1541.258911,324.445740,-2759.459229,1529.428223,216.915802,-2804.321777,1541.785156,58.029305,-2823.879883,1558.524658,186.654861,-2852.181152,1514.716675,350.589935,-2846.051758,1517.682617,27.231495
11,0.045833,1.613056,-2.485320,-9.961040,-2827.213135,1538.992554,185.860214,-2815.294189,1541.224243,324.786499,-2759.514160,1529.732788,217.076782,-2804.512939,1541.937622,58.106659,-2823.979736,1558.506104,186.798569,-2853.232178,1514.505615,350.624512,-2846.993408,1517.489624,27.566179,-2815.559814,1541.238647,324.572693,-2759.810303,1529.456787,217.119568,-2804.689453,1541.853394,58.269958,-2824.296631,1558.454102,186.831528,-2852.503418,1514.724365,350.786316,-2846.504395,1517.743896,27.384382
12,0.050000,1.608844,-2.488761,-9.900870,-2827.604248,1539.073730,186.107956,-2815.700195,1541.334473,325.035034,-2759.898682,1529.888550,217.331680,-2804.895996,1542.027344,58.356060,-2824.391357,1558.590942,187.044266,-2853.612549,1514.579224,350.872803,-2847.347900,1517.531250,27.814701,-2815.954346,1541.464233,325.103668,-2760.162109,1529.619873,217.443024,-2805.065918,1541.973511,58.543190,-2824.709717,1558.430664,187.026031,-2852.842529,1514.793091,350.801849,-2846.935303,1517.793335,27.521873
13,0.054167,1.624860,-2.483177,-9.876608,-2827.985840,1539.086060,186.271515,-2816.070801,1541.315674,325.198181,-2760.273438,1529.921631,217.487061,-2805.289551,1542.082642,58.518471,-2824.781006,1558.604370,187.212662,-2853.969482,1514.537476,351.032196,-2847.733887,1517.576538,27.974337,-2816.354248,1541.453369,325.305664,-2760.528564,1529.652832,217.564926,-2805.436523,1542.028442,58.705624,-2825.047607,1558.402954,187.172943,-2853.166016,1514.738647,350.973663,-2847.334717,1517.840576,27.630987
14,0.058333,1.645457,-2.479975,-9.811974,-2828.341797,1539.097900,186.443268,-2816.425781,1541.297852,325.370300,-2760.618408,1530.000122,217.654373,-2805.651855,1542.159790,58.690624,-2825.159180,1558.619507,187.390396,-2854.293945,1514.468750,351.196930,-2848.069336,1517.615356,28.139889,-2816.711670,1541.453979,325.498108,-2760.968994,1529.719116,217.742157,-2805.815430,1542.122192,58.867046,-2825.363281,1558.397949,187.300217,-2853.466797,1514.655396,351.164948,-2847.645996,1517.880127,27.817162
15,0.062500,1.677232,-2.459929,-9.751277,-2828.691895,1539.126831,186.600418,-2816.734131,1541.268799,325.524780,-2760.948975,1530.085571,217.785294,-2806.046143,1542.278076,58.842121,-2825.529785,1558.651367,187.556473,-2854.565186,1514.386230,351.349792,-2848.447021,1517.703735,28.292418,-2817.044678,1541.407227,325.643951,-2761.298828,1529.779297,217.916473,-2806.343018,1542.303101,58.975380,-2825.668701,1558.424805,187.440811,-2853.773193,1514.593018,351.312958,-2847.955078,1517.942871,28.043959
16,0.066667,1.688074,-2.453661,-9.728239,-2829.052246,1539.147583,186.852036,-2817.081787,1541.270508,325.775604,-2761.302490,1530.128418,218.028748,-2806.420166,1542.329956,59.092091,-2825.897949,1558.673096,187.811142,-2854.899414,1514.368164,351.599701,-2848.814209,1517.743652,28.542280,-2817.388916,1541.437012,325.917175,-2761.604004,1529.805298,218.043777,-2806.614014,1542.241333,59.257618,-2826.121826,1558.618774,187.851852,-2854.093262,1514.496582,351.479797,-2848.373779,1517.966675,28.302441
17,0.070833,1.707710,-2.442714,-9.693873,-2829.440674,1539.172119,187.057205,-2817.447266,1541.258179,325.979340,-2761.680176,1530.184082,218.219345,-2806.832520,1542.408569,59.294357,-2826.297852,1558.699341,188.021957,-2855.244141,1514.324951,351.801453,-2849.217285,1517.806519,28.744102,-2817.678711,1541.424683,326.068695,-2761.993896,1529.836792,218.225616,-2807.008057,1542.356323,59.514488,-2826.548096,1558.660278,188.086777,-2854.445312,1514.447510,351.604706,-2848.780029,1517.980347,28.463491
18,0.075000,1.722897,-2.436060,-9.637549,-2829.819824,1539.209229,187.231857,-2817.816406,1541.276123,326.153442,-2762.047852,1530.281006,218.386093,-2807.226074,1542.496460,59.467762,-2826.696289,1558.739258,188.200684,-2855.584717,1514.299805,351.972778,-2849.589111,1517.859497,28.915688,-2818.032227,1541.440308,326.246704,-2762.322021,1529.942505,218.419861,-2807.372559,1542.433472,59.699360,-2826.999512,1558.701416,188.298248,-2854.764404,1514.433472,351.744690,-2849.182373,1518.037109,28.569302
19,0.079167,1.736258,-2.443611,-9.559616,-2830.189453,1539.231323,187.384613,-2818.212891,1541.290039,326.308594,-2762.410645,1530.389282,218.549011,-2807.578125,1542.571533,59.625015,-2827.092529,1558.765381,188.357407,-2855.948975,1514.258057,352.116730,-2849.902344,1517.882568,29.061302,-2818.473145,1541.450073,326.483063,-2762.670166,1530.070679,218.571274,-2807.737061,1542.513428,59.829788,-2827.357422,1558.692383,188.413681,-2855.122314,1514.417725,351.913391,-2849.491943,1518.076782,28.690840
20,0.083333,1.746801,-2.433007,-9.467931,-2830.559082,1539.277222,187.520660,-2818.566895,1541.338989,326.443268,-2762.761963,1530.540283,218.674774,-2807.970459,1542.668457,59.758366,-2827.493164,1558.816040,188.495300,-2856.256104,1514.243652,352.253387,-2850.259277,1517.915161,29.197544,-2818.881592,1541.513916,326.707855,-2763.036621,1530.283691,218.613998,-2808.114502,1542.586914,59.984741,-2827.689209,1558.670044,188.537796,-2855.451172,1514.411255,352.080414,-2849.875732,1518.153320,28.803045
21,0.087500,1.748718,-2.426892,-9.546567,-2830.919922,1539.302490,187.691589,-2818.904297,1541.335205,326.612579,-2763.130127,1530.469971,218.834854,-2808.345703,1542.674683,59.926243,-2827.827393,1558.837036,188.667572,-2856.626465,1514.288940,352.425812,-2850.672852,1517.981934,29.369444,-2819.236816,1541.585815,326.914581,-2763.406982,1530.119751,218.825790,-2808.521973,1542.639648,60.121181,-2828.045410,1558.723389,188.683121,-2855.782227,1514.411255,352.240692,-2850.249756,1518.186035,28.962276
22,0.091667,1.741445,-2.414320,-9.505445,-2831.275879,1539.328613,187.831955,-2819.234375,1541.391846,326.750275,-2763.473633,1530.550049,218.963211,-2808.729492,1542.696899,60.061634,-2828.197266,1558.865601,188.804245,-2856.931885,1514.322388,352.575195,-2851.044678,1517.968872,29.517069,-2819.580811,1541.657349,327.072327,-2763.727783,1530.187988,218.834625,-2808.909424,1542.646118,60.303707,-2828.481445,1558.783081,188.826477,-2856.120850,1514.432373,352.394684,-2850.599365,1518.169189,29.168303
23,0.095833,1.728354,-2.417843,-9.440847,-2831.611084,1539.364990,188.054031,-2819.585205,1541.480103,326.972900,-2763.802002,1530.671265,219.194168,-2809.056396,1542.723389,60.284927,-2828.554688,1558.905640,189.021210,-2857.254639,1514.375366,352.801727,-2851.340820,1517.939331,29.743164,-2819.876221,1541.773193,327.255096,-2764.043213,1530.316406,219.239822,-2809.274170,1542.679688,60.480495,-2828.833740,1558.774780,188.982071,-2856.470215,1514.469482,352.565247,-2850.885498,1518.164795,29.481293
24,0.100000,1.712254,-2.419852,-9.395672,-2831.967285,1539.405762,188.204727,-2819.951416,1541.573853,327.123657,-2764.153320,1530.775024,219.351578,-2809.407715,1542.741821,60.435890,-2828.926025,1558.949097,189.165955,-2857.600830,1514.447632,352.958740,-2851.670654,1517.914795,29.899448,-2820.214844,1541.847412,327.394928,-2764.412598,1530.390015,219.399704,-2809.629639,1542.706787,60.615364,-2829.208252,1558.815308,189.114517,-2856.811523,1514.551758,352.725800,-2851.198975,1518.143799,29.608364
25,0.104167,1.697186,-2.420181,-9.376850,-2832.339844,1539.469116,188.346207,-2820.326660,1541.679688,327.264740,-2764.523438,1530.869385,219.496490,-2809.779053,1542.777222,60.576813,-2829.304932,1559.013794,189.302078,-2857.967773,1514.548340,353.106750,-2852.033691,1517.927979,30.046581,-2820.584473,1541.930542,327.537811,-2764.817627,1530.491699,219.577164,-2809.979980,1542.732300,60.724651,-2829.582275,1558.894775,189.280228,-2857.121338,1514.667969,352.867279,-2851.567871,1518.156860,29.709206
26,0.108333,1.678463,-2.418921,-9.341442,-2832.701660,1539.533691,188.482605,-2820.689453,1541.800903,327.400269,-2764.879883,1530.986938,219.635651,-2810.143555,1542.810669,60.711948,-2829.678955,1559.080566,189.431564,-2858.313721,1514.655273,353.252014,-2852.382812,1517.924561,30.190662,-2820.960938,1542.000000,327.632507,-2765.176514,1530.627563,219.749573,-2810.342529,1542.727173,60.846153,-2829.930908,1559.039429,189.433105,-2857.446045,1514.768677,353.042328,-2851.925781,1518.147827,29.814606
27,0.112500,1.649858,-2.390615,-9.240616,-2833.079102,1539.598267,188.614410,-2821.009277,1541.966187,327.525452,-2765.228516,1531.189453,219.742294,-2810.583252,1542.841797,60.831936,-2830.090576,1559.150879,189.550827,-2858.574219,1514.768921,353.409424,-2852.791992,1517.863403,30.343622,-2821.272949,1542.062012,327.759155,-2765.556396,1530.912720,219.711243,-2810.704834,1542.691040,60.971115,-2830.317627,1559.234741,189.695755,-2857.733887,1514.890747,353.213654,-2852.393799,1518.043945,29.920626
28,0.116667,1.616799,-2.384607,-9.193037,-2833.408936,1539.625610,188.764572,-2821.329834,1542.088623,327.673126,-2765.548828,1531.292358,219.892059,-2810.926270,1542.809814,60.978294,-2830.436523,1559.181396,189.688797,-2858.869873,1514.875854,353.576782,-2853.116455,1517.777710,30.508713,-2821.569824,1542.174072,327.830688,-2765.888184,1531.003418,219.919586,-2811.084229,1542.661133,61.115791,-2830.666504,1559.258911,189.813049,-2858.028564,1515.007568,353.389587,-2852.681152,1517.969116,30.121237
29,0.120833,1.588869,-2.385610,-9.135543,-2833.735596,1539.692139,188.933456,-2821.665527,1542.240723,327.841217,-2765.868652,1531.443359,220.068420,-2811.250244,1542.831177,61.146542,-2830.783203,1559.251465,189.847473,-2859.179443,1515.004150,353.757629,-2853.414062,1517.740723,30.688286,-2821.888672,1542.308350,327.973938,-2766.192383,1531.131348,220.061844,-2811.433350,1542.669922,61.267330,-2831.048584,1559.402954,189.984726,-2858.372070,1515.121216,353.549164,-2852.941895,1517.913940,30.404833
30,0.125000,1.563699,-2.397236,-9.062061,-2834.067383,1539.736938,189.116348,-2822.033691,1542.369507,328.025696,-2766.197510,1531.589966,220.271515,-2811.555664,1542.841797,61.333241,-2831.139893,1559.300415,190.021408,-2859.519043,1515.097778,353.946564,-2853.680176,1517.682373,30.877337,-2822.204102,1542.428711,328.129608,-2766.552734,1531.298584,220.375000,-2811.751953,1542.687622,61.429153,-2831.401855,1559.373047,190.114990,-2858.712158,1515.249878,353.709869,-2853.205322,1517.887451,30.604399
31,0.129167,1.523224,-2.386177,-9.050426,-2834.401123,1539.812988,189.198883,-2822.341797,1542.547363,328.104065,-2766.523682,1531.702515,220.347137,-2811.914062,1542.831177,61.409370,-2831.477539,1559.377808,190.089417,-2859.816895,1515.286499,354.051483,-2854.039062,1517.641357,30.979364,-2822.511230,1542.683960,328.027527,-2766.887695,1531.376099,220.492767,-2812.084229,1542.681152,61.569557,-2831.771973,1559.408691,190.241974,-2859.020020,1515.378662,353.872894,-2853.582275,1517.873169,30.709148
32,0.133333,1.463356,-2.371967,-9.093948,-2834.717285,1539.909546,189.379532,-2822.618652,1542.775513,328.278656,-2766.837646,1531.779541,220.517838,-2812.261963,1542.781372,61.581017,-2831.778809,1559.473022,190.249451,-2860.107178,1515.569092,354.263672,-2854.414307,1517.592407,31.187817,-2822.804932,1542.740723,328.115631,-2767.219727,1531.527222,220.677612,-2812.419678,1542.672974,61.726219,-2832.071777,1559.443604,190.314392,-2859.333740,1515.838135,354.376373,-2853.917969,1517.835205,30.857012
33,0.137500,1.449057,-2.367362,-9.046294,-2835.021240,1539.958496,189.538315,-2822.916748,1542.874023,328.435913,-2767.133057,1531.893677,220.674896,-2812.576172,1542.812622,61.737656,-2832.098877,1559.524536,190.402512,-2860.381104,1515.643677,354.430847,-2854.708984,1517.579956,31.354115,-2823.114258,1542.793945,328.237457,-2767.527100,1531.687256,220.879944,-2812.742188,1542.659180,61.890396,-2832.347168,1559.531494,190.487106,-2859.600342,1515.921631,354.542023,-2854.231201,1517.831909,30.978251
34,0.141667,1.382921,-2.378175,-9.052651,-2835.359619,1540.070190,189.768600,-2823.280518,1543.144043,328.664978,-2767.478027,1532.033447,220.927063,-2812.890381,1542.774780,61.968922,-2832.435059,1559.636963,190.610840,-2860.752930,1515.947998,354.684296,-2855.020264,1517.512085,31.606569,-2823.584473,1543.231201,328.777924,-2767.809082,1531.754028,221.033447,-2813.084229,1542.649902,62.043850,-2832.642822,1559.568970,190.590912,-2859.923096,1516.127563,354.803894,-2854.506836,1517.816162,31.155590
35,0.145833,1.360756,-2.383616,-9.023869,-2835.656006,1540.119385,189.927948,-2823.593262,1543.255859,328.824371,-2767.773682,1532.129272,221.096954,-2813.174316,1542.783081,62.129585,-2832.741455,1559.687988,190.762512,-2861.054688,1516.051636,354.850739,-2855.288574,1517.487061,31.773031,-2823.901855,1543.392822,328.935608,-2768.124512,1531.816650,221.174026,-2813.393311,1542.657227,62.205833,-2832.957520,1559.593628,190.728485,-2860.218750,1516.175903,354.925751,-2854.752930,1517.814209,31.410105
36,0.150000,1.342888,-2.396669,-9.026356,-2835.953613,1540.180176,190.083221,-2823.922607,1543.359009,328.981384,-2768.078857,1532.196411,221.270081,-2813.442871,1542.803223,62.289135,-2833.038330,1559.748901,190.912399,-2861.391113,1516.164917,355.007721,-2855.551514,1517.499634,31.930880,-2824.201172,1543.579224,329.106812,-2768.451416,1531.836914,221.315506,-2813.678223,1542.693604,62.341446,-2833.310791,1559.573242,190.848450,-2860.566650,1516.289795,354.974701,-2854.941162,1517.870605,31.773352
37,0.154167,1.340985,-2.390646,-9.049438,-2836.295654,1540.231934,190.218643,-2824.247314,1543.408325,329.115387,-2768.420410,1532.221558,221.397858,-2813.798340,1542.843872,62.421932,-2833.372314,1559.799438,191.047165,-2861.723633,1516.229492,355.146423,-2855.920654,1517.556641,32.068924,-2824.477295,1543.664673,329.235626,-2768.783691,1531.874756,221.423370,-2814.012695,1542.749634,62.539974,-2833.666748,1559.597046,191.042480,-2860.989014,1516.318848,355.108826,-2855.389893,1517.909302,31.788141
38,0.158333,1.351439,-2.394730,-9.027325,-2836.609619,1540.283936,190.388931,-2824.573486,1543.441772,329.287170,-2768.733643,1532.294434,221.572266,-2814.103027,1542.925659,62.594475,-2833.694092,1559.852417,191.220932,-2862.041748,1516.244263,355.310669,-2856.213379,1517.627441,32.233864,-2824.807129,1543.703857,329.364136,-2769.062500,1531.937378,221.605453,-2814.310303,1542.878906,62.807171,-2833.986328,1559.592896,191.166611,-2861.288574,1516.369019,355.259552,-2855.687988,1517.947266,31.954800
39,0.162500,1.381633,-2.379973,-8.992468,-2836.933350,1540.375854,190.524078,-2824.865479,1543.471436,329.420929,-2769.045166,1532.412231,221.686920,-2814.459473,1543.095581,62.725483,-2834.029541,1559.945679,191.365189,-2862.310547,1516.237915,355.439911,-2856.561768,1517.786621,32.362415,-2825.134033,1543.715698,329.474854,-2769.363770,1531.995728,221.775955,-2814.752930,1543.158813,62.906845,-2834.275391,1559.655884,191.314468,-2861.519775,1516.426758,355.402863,-2855.986572,1518.033936,32.079838
40,0.166667,1.397610,-2.383075,-8.969292,-2837.253418,1540.445068,190.691422,-2825.195557,1543.509155,329.589874,-2769.363770,1532.500732,221.856522,-2814.772705,1543.207275,62.895000,-2834.357422,1560.015869,191.537857,-2862.631348,1516.253662,355.599274,-2856.862305,1517.889526,32.522602,-2825.500244,1543.744019,329.644470,-2769.708252,1532.076416,221.981079,-2815.075439,1543.246216,63.063519,-2834.593262,1559.771362,191.519287,-2861.780029,1516.451294,355.538635,-2856.285400,1518.134277,32.245510
41,0.170833,1.410754,-2.395466,-8.994230,-2837.581055,1540.524536,190.901428,-2825.550537,1543.548828,329.803101,-2769.701416,1532.542603,222.078506,-2815.072754,1543.308472,63.110306,-2834.676758,1560.093750,191.753296,-2863.003662,1516.303467,355.798096,-2857.167480,1518.016602,32.723011,-2825.869873,1543.760010,329.857941,-2770.005127,1532.141113,222.126801,-2815.319336,1543.219727,63.316696,-2834.949707,1560.032593,191.850906,-2862.104736,1516.442505,355.668915,-2856.624512,1518.269897,32.414162
42,0.175000,1.429306,-2.391918,-9.013183,-2837.947998,1540.634399,191.134964,-2825.906982,1543.607910,330.036804,-2770.068848,1532.619629,222.304581,-2815.447754,1543.454224,63.343212,-2835.037109,1560.202515,191.993240,-2863.367188,1516.365967,356.025208,-2857.552979,1518.186401,32.950325,-2826.192871,1543.821655,330.074951,-2770.335693,1532.216064,222.297989,-2815.751953,1543.357788,63.610851,-2835.305908,1560.174561,192.101761,-2862.452393,1516.487305,355.745361,-2856.984863,1518.418823,32.706837
43,0.179167,1.447136,-2.383948,-8.980999,-2838.298096,1540.720093,191.342545,-2826.241211,1543.660400,330.243744,-2770.410645,1532.734741,222.501389,-2815.815430,1543.589355,63.548805,-2835.398193,1560.289551,192.206085,-2863.682861,1516.390015,356.229004,-2857.910156,1518.306641,33.153908,-2826.490723,1543.886230,330.282745,-2770.739014,1532.305298,222.427490,-2816.135986,1543.503906,63.850372,-2835.720459,1560.234985,192.377731,-2862.771729,1516.526978,355.911713,-2857.283936,1518.545166,32.923599
