Format Version,1.24,Take Name,V2_0325_Xaxis_002,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-03-25 05.06.55.544 PM,Capture Start Frame,1424891,Total Frames in Take,1201,Total Exported Frames,1201,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,V2Glider,V2Glider,V2Glider,V2Glider,V2Glider,V2Glider,V2Glider:Marker 001,V2Glider:Marker 001,V2Glider:Marker 001,V2Glider:Marker 002,V2Glider:Marker 002,V2Glider:Marker 002,V2Glider:Marker 003,V2Glider:Marker 003,V2Glider:Marker 003,V2Glider:Marker 004,V2Glider:Marker 004,V2Glider:Marker 004,V2Glider:Marker 005,V2Glider:Marker 005,V2Glider:Marker 005,V2Glider:Marker 006,V2Glider:Marker 006,V2Glider:Marker 006,V2Glider:Marker 001,V2Glider:Marker 001,V2Glider:Marker 001,V2Glider:Marker 002,V2Glider:Marker 002,V2Glider:Marker 002,V2Glider:Marker 003,V2Glider:Marker 003,V2Glider:Marker 003,V2Glider:Marker 004,V2Glider:Marker 004,V2Glider:Marker 004,V2Glider:Marker 005,V2Glider:Marker 005,V2Glider:Marker 005,V2Glider:Marker 006,V2Glider:Marker 006,V2Glider:Marker 006
,ID,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,20890627EAEB11EEBD9122A53CA8668A,"9BB18815EAEB11EEBD9122A53CA8668A","9BB18815EAEB11EEBD9122A53CA8668A","9BB18815EAEB11EEBD9122A53CA8668A","9BB18814EAEB11EEBD9122A53CA8668A","9BB18814EAEB11EEBD9122A53CA8668A","9BB18814EAEB11EEBD9122A53CA8668A","9BB18818EAEB11EEBD9122A53CA8668A","9BB18818EAEB11EEBD9122A53CA8668A","9BB18818EAEB11EEBD9122A53CA8668A","9BB18816EAEB11EEBD9122A53CA8668A","9BB18816EAEB11EEBD9122A53CA8668A","9BB18816EAEB11EEBD9122A53CA8668A","9BB18817EAEB11EEBD9122A53CA8668A","9BB18817EAEB11EEBD9122A53CA8668A","9BB18817EAEB11EEBD9122A53CA8668A","9BB18819EAEB11EEBD9122A53CA8668A","9BB18819EAEB11EEBD9122A53CA8668A","9BB18819EAEB11EEBD9122A53CA8668A"
,,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.843822,2.084738,-1.715920,-2650.639404,1533.324951,54.536839,-2628.763672,1543.997314,191.850754,-2580.160645,1535.311401,80.463333,-2638.276611,1533.234375,-74.661079,-2650.218018,1553.122437,54.478203,-2660.360352,1513.450684,221.672699,-2678.922363,1501.538940,-100.706070,-2628.156982,1544.415039,192.091034,-2581.266357,1533.920166,81.207947,-2638.775635,1533.412109,-74.507034,-2651.294434,1553.279175,55.168591,-2659.715332,1513.717407,220.755585,-2677.470703,1501.449585,-101.540871
1,0.004167,-0.882198,1.748042,-1.545872,-2650.152588,1533.014771,54.863693,-2629.110840,1543.830933,192.296616,-2579.833008,1535.231079,81.199501,-2637.036621,1532.889404,-74.259865,-2649.791504,1552.813232,54.796047,-2660.787598,1513.204834,221.951523,-2677.432861,1501.055420,-100.523026,-2628.509277,1544.237427,192.524918,-2580.961426,1533.942871,81.860443,-2637.416016,1533.037842,-74.031624,-2650.841064,1553.009888,55.471581,-2660.120117,1513.473755,221.017319,-2676.160156,1500.960205,-101.417809
2,0.008333,-0.898919,1.388585,-1.339535,-2649.598877,1532.770142,55.225475,-2629.451904,1543.689087,192.784332,-2579.452637,1535.251221,81.997467,-2635.679688,1532.669800,-73.814018,-2649.310303,1552.569824,55.156021,-2661.198975,1512.951416,222.248016,-2675.794189,1500.681885,-100.321281,-2628.790527,1544.119751,192.944687,-2580.584961,1534.035889,82.798759,-2636.043701,1532.787231,-73.626305,-2650.316895,1552.767212,55.867809,-2660.625977,1513.156128,221.347198,-2674.608154,1500.635010,-101.152275
3,0.012500,-0.944850,1.001535,-1.035863,-2649.000732,1532.448120,55.628704,-2629.831299,1543.568481,193.311050,-2579.049316,1535.326660,82.866013,-2634.220703,1532.336182,-73.315025,-2648.818848,1552.249146,55.547138,-2661.607422,1512.679321,222.584198,-2673.983887,1500.114014,-100.066452,-2629.135742,1543.991455,193.414429,-2580.260742,1533.960693,83.806061,-2634.728516,1532.524902,-73.129227,-2649.818848,1552.485229,56.250538,-2661.045654,1512.898438,221.668091,-2672.655273,1499.972168,-100.846451
4,0.016667,-0.936003,0.626564,-0.748848,-2648.437500,1532.192139,56.008106,-2630.215088,1543.377075,193.813766,-2578.679199,1535.421875,83.697472,-2632.824463,1532.187012,-72.837433,-2648.356445,1551.993774,55.931854,-2662.021484,1512.318604,222.874527,-2672.248535,1499.768311,-99.851990,-2629.589844,1543.852417,193.943329,-2579.900146,1534.045776,84.609192,-2633.287598,1532.338623,-72.717873,-2649.359131,1552.201782,56.627529,-2661.382080,1512.494141,221.999374,-2670.981934,1499.735840,-100.636520
5,0.020833,-0.915315,0.273608,-0.629523,-2647.926270,1531.986328,56.470348,-2630.572998,1543.158081,194.389191,-2578.346191,1535.357422,84.587738,-2631.524414,1532.064819,-72.277115,-2647.887939,1551.788208,56.401936,-2662.488770,1512.019165,223.243042,-2670.711182,1499.570435,-99.544701,-2629.939941,1543.727661,194.553360,-2579.493164,1533.976318,85.430489,-2631.992188,1532.218994,-72.011574,-2648.844727,1551.924683,57.073414,-2661.881348,1512.158569,222.335983,-2669.458984,1499.560303,-100.470703
